indroea,event_id,inicio,fin,duracion,deficit_hm3
9015,475,2020-01-15,2020-01-20,6,0.007128000000000004
9018,476,1974-04-28,1974-05-10,13,0.31562784
9018,477,1978-09-17,1978-10-15,29,0.08127648000000005
9018,478,1978-11-05,1978-11-16,12,0.058752000000000026
9018,479,1979-10-13,1979-10-17,5,0.04286304000000001
9018,480,1980-04-25,1980-05-05,11,0.10597823999999999
9018,481,1981-08-23,1981-09-08,17,0.022688640000000017
9018,482,1981-10-20,1981-10-25,6,0.05395680000000001
9018,483,1981-11-14,1981-12-10,27,0.2726611200000001
9018,484,1984-03-10,1984-03-14,5,0.0695304
9018,485,1985-05-11,1985-05-15,5,0.20639231999999996
9018,486,1985-11-17,1985-12-28,42,0.5206809600000001
9018,487,1986-07-16,1986-09-15,62,0.32579280000000005
9018,488,1987-05-14,1987-05-20,7,0.41907887999999993
9018,489,1987-09-26,1987-10-01,6,0.11810880000000001
9018,490,1988-09-10,1989-02-24,168,4.534522560000001
9018,491,1991-08-05,1991-09-02,29,0.24032160000000002
9018,492,1991-09-16,1991-09-25,10,0.05653152000000003
9018,493,1993-03-06,1993-03-17,12,0.09757584
9018,494,1993-07-22,1993-08-23,33,0.18244224000000003
9018,495,1993-09-04,1993-09-12,9,0.06792768000000002
9018,496,1995-07-15,1995-09-10,58,0.44842464000000004
9018,497,1995-10-13,1995-11-09,28,0.30658176000000004
9018,498,1998-04-09,1998-04-19,11,0.11492928000000001
9018,499,1998-07-12,1998-08-04,24,0.03972672000000002
9018,500,1998-12-16,1999-02-15,62,0.8356824000000002
9018,501,1999-03-20,1999-03-29,10,0.023284799999999998
9018,502,1999-04-15,1999-04-20,6,0.09974880000000001
9018,503,1999-07-08,1999-07-17,10,0.07234272000000001
9018,504,2000-03-12,2000-04-09,29,0.10149840000000004
9018,505,2001-06-30,2001-07-21,22,0.12962592000000006
9018,506,2001-09-08,2001-09-28,21,0.030188160000000006
9018,507,2001-10-11,2001-11-01,22,0.07789824000000002
9018,508,2002-04-01,2002-04-07,7,0.044940960000000016
9018,509,2002-04-22,2002-05-13,22,0.6450753600000001
9018,510,2002-06-19,2002-06-26,8,0.0428544
9018,511,2003-01-11,2003-01-18,8,0.039398400000000014
9018,512,2003-02-09,2003-02-23,15,0.04145472000000002
9018,513,2003-04-05,2003-04-12,8,0.02249424
9018,514,2003-06-18,2003-07-07,20,0.10108800000000003
9018,515,2004-02-19,2004-03-08,19,0.03102624000000002
9018,516,2004-04-12,2004-04-20,9,0.16817760000000004
9018,517,2004-05-06,2004-05-11,6,0.50231232
9018,518,2004-07-03,2004-07-11,9,0.05736096000000002
9018,519,2005-04-03,2005-04-11,9,0.04056912000000002
9018,520,2005-05-31,2005-06-17,18,0.12154752000000003
9018,521,2006-02-25,2006-03-04,8,0.08838720000000004
9018,522,2006-05-21,2006-06-16,27,0.6943838400000002
9018,523,2007-06-24,2007-06-28,5,0.040919040000000004
9018,524,2008-01-10,2008-01-15,6,0.026071199999999996
9018,525,2008-03-20,2008-03-26,7,0.09599471999999999
9018,526,2009-03-01,2009-03-08,8,0.10309248000000003
9018,527,2009-03-30,2009-04-13,15,0.35346672
9018,528,2009-06-21,2009-08-02,43,0.3969388800000001
9018,529,2010-01-23,2010-02-22,31,0.7580088
9018,530,2010-05-15,2010-05-19,5,0.24872832000000009
9018,531,2011-04-24,2011-04-30,7,0.05358528000000001
9018,532,2011-05-16,2011-06-04,20,0.8904340800000001
9018,533,2012-04-20,2012-04-25,6,0.1832976
9018,534,2012-12-23,2013-01-09,18,0.08830944000000002
9018,535,2013-03-19,2013-03-23,5,0.030715200000000015
9018,536,2015-05-17,2015-06-04,19,0.25986960000000003
9018,537,2017-04-27,2017-05-10,14,0.31792608
9018,538,2019-03-18,2019-04-11,25,0.13777344000000002
9018,539,2021-03-07,2021-03-21,15,0.22339152000000004
9018,540,2021-04-08,2021-07-09,93,0.75831552
9020,541,1975-03-19,1975-04-12,25,0.09076320000000004
9020,542,1978-10-26,1978-12-01,37,0.8675164800000001
9020,543,1980-04-26,1980-05-09,14,0.3591129600000001
9020,544,1981-11-26,1981-12-11,16,0.08525088
9020,545,1984-05-13,1984-05-22,10,0.57649968
9020,546,1985-03-10,1985-03-31,22,0.20176992000000005
9020,547,1985-05-11,1985-05-18,8,0.17305488000000008
9020,548,1985-09-29,1985-11-06,39,0.17191872000000002
9020,549,1990-04-04,1990-04-24,21,0.41167872000000005
9020,550,1990-05-07,1990-05-16,10,0.18509472000000007
9020,551,1991-04-27,1991-05-20,24,1.84559904
9020,552,1992-03-27,1992-04-13,18,0.37228464
9020,553,1993-03-10,1993-04-26,48,0.14478912000000002
9020,554,1993-08-21,1993-09-19,30,0.027345600000000008
9020,555,1995-04-13,1995-05-04,22,1.4744851200000002
9020,556,1995-05-22,1995-06-07,17,0.20215008000000004
9020,557,1995-11-20,1995-12-02,13,0.04543776
9020,558,1998-06-05,1998-07-31,57,0.6067785600000001
9020,559,1998-11-21,1998-12-11,21,0.06426432000000003
9020,560,2000-01-10,2000-02-10,32,0.15462144000000005
9020,561,2001-06-16,2001-07-02,17,0.08366112000000002
9020,562,2001-12-14,2002-03-01,78,1.0644177600000004
9020,563,2004-12-04,2005-01-19,47,0.19819728000000006
9020,564,2005-02-11,2005-03-14,32,0.33211728
9020,565,2005-11-01,2005-11-12,12,0.06264000000000003
9020,566,2006-05-26,2006-07-14,50,3.17784384
9020,567,2007-05-31,2007-07-24,55,1.0066636800000002
9020,568,2007-09-09,2007-09-25,17,0.05498496000000001
9020,569,2007-11-14,2007-11-18,5,0.025142400000000027
9020,570,2008-02-15,2008-03-05,20,0.032836320000000016
9020,571,2011-02-03,2011-03-09,35,0.10758095999999999
9020,572,2011-05-17,2011-06-01,16,0.45483551999999994
9020,573,2011-09-10,2011-10-26,47,0.28081728000000006
9020,574,2012-02-19,2012-02-23,5,0.05845391999999999
9020,575,2012-07-11,2012-08-29,50,0.06863184000000004
9020,576,2012-09-15,2012-09-28,14,0.03109536000000001
9020,577,2013-10-23,2013-11-03,12,0.06570720000000002
9020,578,2016-03-14,2016-03-26,13,0.10975392000000002
9020,579,2016-08-04,2016-09-08,36,0.08690976000000003
9020,580,2016-12-28,2017-02-02,37,0.25166160000000004
9020,581,2017-07-07,2017-09-08,64,0.10824624000000002
9020,582,2019-09-27,2019-10-14,18,0.09061632000000001
9020,583,2021-05-16,2021-06-14,30,0.47801664000000016
9021,584,1974-01-24,1974-01-31,8,0.037964160000000004
9021,585,1974-02-24,1974-03-11,16,0.10184400000000003
9021,586,1974-12-22,1974-12-31,10,0.051978240000000044
9021,587,1975-05-04,1975-05-15,12,0.5480870400000001
9021,588,1975-11-03,1975-11-14,12,0.08338464000000002
9021,589,1976-06-04,1976-06-18,15,0.8975664000000001
9021,590,1976-11-25,1976-12-19,25,0.07788096000000005
9021,591,1977-09-04,1977-09-20,17,0.058872960000000016
9021,592,1978-08-12,1978-08-27,16,0.030913920000000008
9021,593,1978-09-14,1978-09-30,17,0.11289023999999999
9021,594,1980-04-26,1980-05-02,7,0.10199519999999991
9021,595,1986-02-11,1986-02-15,5,0.07533216000000002
9021,596,1990-03-29,1990-05-20,53,0.38310192000000004
9021,597,1994-08-10,1994-09-18,40,0.09341568000000001
9021,598,1995-04-20,1995-06-07,49,0.62636544
9021,599,1995-10-30,1995-11-23,25,0.05951232000000001
9021,600,1998-04-09,1998-05-23,45,0.5309236800000001
9021,601,1998-06-05,1998-08-01,58,1.1498976000000003
9021,602,1999-02-11,1999-03-02,20,0.043722719999999986
9021,603,2000-01-31,2000-02-22,23,0.05021567999999998
9021,604,2000-03-30,2000-04-14,16,0.11964240000000004
9021,605,2001-06-20,2001-07-02,13,0.07392384000000005
9021,606,2001-09-12,2001-11-11,61,0.3445718400000001
9021,607,2001-11-23,2002-01-25,64,0.81222912
9021,608,2002-03-30,2002-04-05,7,0.17782848000000007
9021,609,2004-09-29,2004-10-14,16,0.08349696000000004
9021,610,2004-11-07,2004-12-06,30,0.10293696
9021,611,2004-12-27,2005-01-18,23,0.030667679999999992
9021,612,2005-02-25,2005-03-12,16,0.10040975999999997
9021,613,2005-07-28,2005-08-17,21,0.13896576
9021,614,2006-05-26,2006-06-27,33,2.0855620800000003
9021,615,2006-12-29,2007-04-08,101,1.14632496
9021,616,2007-06-28,2007-08-05,39,0.22712832000000005
9021,617,2007-10-20,2008-03-05,138,1.8396417600000001
9021,618,2008-03-21,2008-04-05,16,0.10680336000000004
9021,619,2008-08-01,2008-09-24,55,0.18086976000000002
9021,620,2008-10-07,2008-10-30,24,0.06910272000000002
9021,621,2011-02-19,2011-03-10,20,0.07054992000000003
9021,622,2011-05-03,2011-06-03,32,1.7764876800000002
9021,623,2011-10-01,2011-10-20,20,0.09656064
9021,624,2012-02-04,2012-02-18,15,0.29001024000000003
9021,625,2012-07-08,2012-07-26,19,0.20209824000000004
9021,626,2016-03-12,2016-03-26,15,0.27260496
9021,627,2016-07-19,2016-08-29,42,0.22470911999999998
9021,628,2021-04-19,2021-04-28,10,0.05689871999999999
9021,629,2021-05-19,2021-06-14,27,0.2585304
9022,630,1976-04-17,1976-05-04,18,0.5275152000000003
9022,631,1976-06-15,1976-07-03,19,2.7200448
9022,632,1980-04-11,1980-05-03,23,0.8300448000000001
9022,633,1980-05-18,1980-05-22,5,0.5330448
9022,634,1983-06-05,1983-06-12,8,0.11444890088908308
9022,635,1983-09-23,1984-01-07,107,2.30078564603706
9022,636,1984-05-13,1984-05-20,8,0.35717759999999993
9022,637,1985-05-12,1985-05-19,8,0.296352
9022,638,1986-07-24,1986-09-06,45,0.23552640000000008
9022,639,1989-04-02,1989-04-09,8,0.16692480000000004
9022,640,1990-04-15,1990-04-24,10,0.15651360000000003
9022,641,1991-04-28,1991-05-21,24,6.259939200000001
9022,642,1993-04-17,1993-05-02,16,0.40119840000000007
9022,643,1995-04-23,1995-05-01,9,0.17327519999999996
9022,644,1997-11-30,1997-12-13,14,0.6119712000000002
9022,645,1999-04-11,1999-04-18,8,0.08454239999999999
9022,646,2000-04-01,2000-04-15,15,0.2636064000000001
9022,647,2001-10-28,2001-11-10,14,0.11135214599535331
9022,648,2001-12-12,2002-02-24,75,0.5065718400000001
9022,649,2002-03-08,2002-03-19,12,0.09888480000000001
9022,650,2002-05-07,2002-05-13,7,0.3907440000000001
9022,651,2004-09-10,2004-10-25,46,0.1746144000000001
9022,652,2004-11-06,2004-12-28,53,0.8377255859953535
9022,653,2005-01-15,2005-03-16,61,0.8042976000000002
9022,654,2005-11-06,2006-03-12,127,0.8184459052803439
9022,655,2006-05-24,2006-08-23,92,13.00368679076145
9022,656,2006-11-05,2006-11-15,11,0.18076608000000005
9022,657,2006-12-17,2007-04-11,116,4.16399184
9022,658,2007-05-28,2007-12-03,190,7.314669179595382
9022,659,2007-12-15,2008-01-13,30,0.5120884800000001
9022,660,2008-01-26,2008-04-08,74,2.1531744
9022,661,2008-08-23,2008-09-09,18,0.08579520000000002
9022,662,2008-09-21,2008-10-05,15,0.06203520000000001
9022,663,2009-01-31,2009-02-22,23,0.06877440000000003
9022,664,2011-01-09,2011-03-11,62,0.2928096
9022,665,2011-05-21,2011-06-02,13,0.5503247999999997
9022,666,2011-06-18,2011-07-31,44,0.30896640000000003
9022,667,2012-01-08,2012-02-19,43,0.35484480000000007
9022,668,2012-03-11,2012-03-19,9,0.21600000000000003
9022,669,2012-04-14,2012-04-26,13,0.8011872000000001
9022,670,2012-07-12,2012-09-21,72,0.48919680000000004
9022,671,2015-05-23,2015-05-27,5,0.14588639999999997
9022,672,2016-03-13,2016-04-09,28,0.33354720000000004
9022,673,2016-09-02,2016-11-01,61,0.22049280000000002
9022,674,2017-11-11,2018-01-01,52,0.3629958987642262
9022,675,2018-12-30,2019-01-20,22,0.10119600000000004
9022,676,2019-03-23,2019-04-15,24,1.1242368000000003
9022,677,2019-06-29,2019-07-21,23,0.21695040000000013
9022,678,2021-04-20,2021-06-16,58,3.299627590761447
9022,679,2021-07-10,2021-07-18,9,0.131328
9023,680,1976-03-07,1976-03-28,22,0.2993544000000001
9023,681,1980-04-26,1980-05-04,9,0.8213184000000002
9023,682,1980-11-28,1980-12-12,15,0.07589376000000006
9023,683,1983-01-18,1983-08-21,216,32.401795139671606
9023,684,1983-09-07,1983-10-07,31,0.36970560000000013
9023,685,1985-10-14,1985-10-23,10,0.2834092800000001
9023,686,1987-05-09,1987-05-19,11,0.5709528
9023,687,1988-08-31,1988-09-29,30,0.23587200000000003
9023,688,1990-04-08,1990-04-22,15,0.7488763200000003
9023,689,1994-07-08,1994-07-18,11,0.18869760000000002
9023,690,1995-03-26,1995-06-09,76,8.630358287286873
9023,691,1998-06-19,1998-07-24,36,0.8600428800000002
9023,692,1998-11-18,1998-12-30,43,2.19115584
9023,693,1999-01-11,1999-01-20,10,0.14907888000000008
9023,694,1999-02-10,1999-03-09,28,0.5026104000000002
9023,695,1999-08-17,1999-08-28,12,0.21791808000000001
9023,696,2001-10-09,2001-11-15,38,0.5698512000000006
9023,697,2001-12-10,2002-02-08,61,2.2249944000000004
9023,698,2003-07-23,2003-08-28,37,0.21345120000000006
9023,699,2004-09-24,2005-01-27,126,1.3249742400000004
9023,700,2005-02-27,2005-03-13,15,0.3156408000000001
9023,701,2006-05-11,2006-07-09,60,9.074069807286872
9023,702,2006-08-07,2006-08-15,9,0.1419552
9023,703,2007-02-27,2007-04-07,40,2.1768739200000002
9023,704,2007-05-31,2007-08-06,68,4.00665312
9023,705,2007-09-02,2007-09-30,29,0.4507142400000001
9023,706,2007-10-20,2008-01-17,90,4.315999680000001
9023,707,2008-01-30,2008-03-06,37,0.19617120000000002
9023,708,2008-10-07,2008-10-30,24,0.21950783999999995
9023,709,2011-05-06,2011-05-30,25,0.7388841599999998
9023,710,2011-08-22,2011-09-13,23,0.16087680000000004
9023,711,2011-10-01,2011-10-27,27,1.45112256
9023,712,2012-02-04,2012-02-12,9,0.09732095999999998
9023,713,2012-09-21,2012-09-27,7,0.08154432000000002
9025,714,1974-08-16,1974-08-23,8,0.43027200000000004
9025,715,1976-05-13,1976-05-17,5,2.0450880000000002
9025,716,1976-07-04,1976-08-11,39,3.5929440000000006
9025,717,1976-09-07,1976-09-19,13,2.1427200000000006
9025,718,1977-02-07,1977-02-11,5,4.897152
9025,719,1978-08-11,1978-08-23,13,1.3487040000000001
9025,720,1980-04-02,1980-05-11,40,2.742768
9025,721,1980-07-30,1980-08-25,27,1.8692640000000005
9025,722,1981-06-19,1981-06-25,7,2.3120640000000003
9025,723,1981-12-06,1981-12-15,10,3.7998719999999997
9025,724,1982-07-17,1982-07-29,13,1.3292639999999998
9025,725,1982-08-16,1982-08-21,6,1.177632
9025,726,1984-08-11,1984-08-17,7,1.2562560000000005
9025,727,1985-08-31,1985-09-14,15,1.217376
9025,728,1985-12-01,1986-01-13,44,1.413072
9025,729,1986-02-10,1986-02-20,11,0.42724800000000007
9025,730,1986-03-08,1986-03-18,11,1.854576000000001
9025,731,1986-06-05,1986-06-17,13,5.3965440000000005
9025,732,1986-08-30,1986-09-10,12,1.003104
9025,733,1986-10-31,1986-11-15,16,4.12992
9025,734,1986-12-09,1987-01-05,28,1.8221759999999991
9025,735,1987-03-25,1987-04-20,27,14.101776000000001
9025,736,1987-06-01,1987-07-07,37,4.225392000000002
9025,737,1990-05-04,1990-05-17,14,1.2839040000000002
9025,738,1991-06-26,1991-09-30,97,28.549583999999996
9025,739,1991-10-17,1991-10-28,12,2.6784000000000003
9025,740,1992-04-01,1992-05-20,50,15.153263999999997
9025,741,1995-05-24,1995-06-07,15,1.2731040000000002
9025,742,2000-03-22,2000-05-09,49,6.905088000000001
9025,743,2000-07-16,2000-07-23,8,0.4592159999999998
9025,744,2000-09-12,2000-12-12,92,20.589984000000005
9025,745,2005-01-08,2005-07-22,196,61.20532800000002
9025,746,2005-12-17,2006-01-27,42,2.4667200000000005
9025,747,2006-05-23,2006-10-30,161,32.714928
9025,748,2007-01-15,2007-03-30,75,6.6990240000000005
9025,749,2009-11-06,2009-12-17,42,1.4212800000000005
9025,750,2010-09-02,2010-09-15,14,0.6307200000000002
9025,751,2010-10-01,2010-10-09,9,0.8942399999999999
9025,752,2010-10-24,2010-12-30,68,2.925504000000001
9025,753,2011-05-06,2011-05-30,25,4.329504000000001
9025,754,2011-09-13,2011-09-17,5,0.6678720000000007
9025,755,2011-09-30,2011-10-13,14,0.5762880000000002
9025,756,2011-12-01,2012-03-19,110,8.229600000000001
9025,757,2012-10-07,2012-10-20,14,0.5071680000000001
9025,758,2012-11-28,2012-12-30,33,2.473632
9025,759,2017-12-27,2018-01-12,17,0.9361440000000008
9026,760,1986-09-18,1986-09-30,13,0.3579897600000001
9026,761,1988-07-14,1988-07-23,10,0.41713055999999993
9026,762,1991-01-19,1991-03-21,62,3.8777184
9026,763,1991-10-03,1991-10-26,24,0.05343840000000002
9026,764,1992-06-26,1992-07-13,18,0.8649720000000002
9026,765,1995-11-12,1996-02-14,95,0.5121144
9026,766,1996-03-21,1996-06-06,78,1.36306368
9026,767,1996-08-17,1996-10-24,69,4.121228160000002
9026,768,1996-11-16,1996-12-14,29,0.12309408
9026,769,1997-02-15,1997-06-25,131,1.1756318399999999
9026,770,1997-07-11,1997-08-12,33,11.046589920000002
9026,771,1997-08-26,1997-10-02,38,9.575210880000002
9026,772,1998-10-01,1998-11-15,46,0.30246048000000014
9026,773,1998-12-01,1999-05-16,167,1.0258531200000003
9026,774,1999-10-27,1999-12-13,48,0.11938752
9026,775,2003-09-04,2003-09-12,9,0.2403820800000001
9026,776,2004-09-08,2004-09-12,5,1.1298873600000001
9026,777,2007-06-08,2007-06-19,12,0.06349536000000001
9026,778,2007-08-23,2007-08-31,9,2.8632960000000005
9026,779,2008-06-21,2008-08-26,67,7.948177920000003
9026,780,2013-08-13,2013-08-17,5,0.7138886400000002
9026,781,2018-06-17,2018-08-24,69,22.190798880000003
9027,782,1976-03-20,1976-03-28,9,2.2871640296429545
9027,783,1978-10-01,1978-10-08,8,3.4128000000000007
9027,784,1981-08-09,1981-08-19,11,6.073843844599186
9027,785,1981-11-23,1981-12-20,28,12.502080000000007
9027,786,1982-04-30,1982-05-30,31,7.473600000000002
9027,787,1982-06-26,1982-07-04,9,1.3953599999999993
9027,788,1984-07-07,1984-10-30,116,205.19535478733397
9027,789,1985-08-01,1985-10-30,91,76.55919360431162
9027,790,1985-11-28,1985-12-27,30,26.455680000000008
9027,791,1986-01-08,1986-01-26,19,14.186880000000002
9027,792,1986-07-10,1986-08-08,30,20.101185580058402
9027,793,1986-08-20,1986-09-12,24,10.397490540309942
9027,794,1987-05-14,1987-07-14,62,17.63856
9027,795,1989-02-10,1989-04-24,74,260.4795970644508
9027,796,1989-05-28,1989-07-05,39,78.51023240062864
9027,797,1989-07-24,1989-11-11,111,54.06133710397468
9027,798,1990-03-06,1990-04-19,45,65.32216805928591
9027,799,1990-07-06,1990-07-13,8,1.8532800000000003
9027,800,1991-10-29,1991-11-21,24,2.5574399999999984
9027,801,1992-02-16,1992-03-17,31,34.29216
9027,802,1994-03-28,1994-04-05,9,3.9441600000000006
9027,803,1994-07-11,1994-07-21,11,14.212800000000001
9027,804,1995-04-10,1995-08-03,116,89.37490655827531
9027,805,1995-09-09,1995-12-14,97,68.95839542600497
9027,806,2001-12-20,2002-03-03,74,52.548480000000005
9027,807,2005-01-18,2005-01-22,5,8.38512
9027,808,2005-05-09,2005-05-14,6,2.0649600000000015
9027,809,2006-04-28,2006-05-12,15,1.5033599999999994
9027,810,2006-11-09,2006-12-18,40,4.9852799999999995
9027,811,2006-12-31,2007-02-10,42,36.92736000000001
9027,812,2011-12-18,2012-03-08,82,15.262559999999999
9027,813,2016-12-31,2017-01-08,9,4.190400000000001
9027,814,2017-04-14,2017-05-09,26,17.90208
9027,815,2017-10-24,2018-01-01,70,40.51296000000001
9027,816,2019-04-26,2019-05-05,10,2.5790399999999996
9027,817,2019-05-18,2019-06-01,15,3.6028800000000003
9027,818,2021-05-03,2021-05-26,24,2.8539465582753234
9031,819,1982-12-13,1983-02-28,78,0.5696481600000001
9031,820,1984-03-14,1984-03-23,10,0.009866879999999993
9031,821,1984-04-23,1984-04-28,6,0.016835039999999996
9031,822,1985-10-02,1985-10-27,26,0.22484736000000005
9031,823,1994-03-21,1994-04-17,28,0.09392976000000001
9031,824,1994-04-30,1994-07-02,64,0.24926400000000004
9031,825,1994-07-30,1994-09-13,46,0.049779359999999995
9031,826,1995-05-20,1995-05-29,10,0.014675039999999992
9031,827,1995-11-20,1995-12-12,23,0.011232000000000016
9031,828,1998-07-07,1998-08-06,31,0.007901280000000002
9031,829,1998-09-05,1998-09-29,25,0.010368000000000011
9031,830,1998-10-20,1998-12-10,52,0.05495904000000003
9031,831,1999-07-02,1999-07-09,8,0.005097600000000002
9031,832,1999-07-22,1999-07-26,5,0.022248000000000004
9031,833,2000-03-19,2000-04-25,38,0.051036480000000016
9031,834,2002-03-28,2002-04-04,8,0.011197440000000003
9031,835,2005-04-20,2005-05-12,23,0.03374352000000001
9031,836,2005-06-08,2005-07-31,54,0.13267152
9031,837,2006-09-26,2006-10-19,24,0.010031040000000005
9031,838,2006-12-29,2007-02-07,41,0.04043088
9031,839,2007-12-12,2007-12-18,7,0.005235840000000002
9031,840,2008-04-13,2008-05-08,26,0.017772480000000007
9031,841,2011-01-26,2011-03-13,47,0.08752319999999998
9031,842,2012-05-12,2012-08-27,108,0.05606063999999991
9031,843,2014-06-02,2014-06-07,6,0.0038966399999999977
9031,844,2014-08-07,2014-09-08,33,0.010160639999999967
9031,845,2016-09-16,2016-09-30,15,0.014662079999999977
9031,846,2016-11-05,2016-11-16,12,0.007326719999999983
9031,847,2017-10-22,2018-01-25,96,0.14635727999999987
9031,848,2019-07-01,2019-07-25,25,0.005715359999999971
9031,849,2019-08-10,2019-09-09,31,0.005961599999999982
9032,850,1980-06-30,1980-07-08,9,0.00744336
9032,851,1981-05-24,1981-06-25,33,0.04454784000000001
9032,852,1981-07-10,1981-12-22,166,0.5995036800000001
9032,853,1982-04-30,1982-05-29,30,0.057313440000000014
9032,854,1983-03-23,1983-04-17,26,0.02694384000000001
9032,855,1983-05-28,1983-06-16,20,0.012165120000000005
9032,856,1984-04-17,1984-04-26,10,0.009002880000000001
9032,857,1985-09-09,1985-09-27,19,0.007663680000000002
9032,858,1986-03-13,1986-04-24,43,0.024295680000000007
9032,859,1986-06-07,1986-09-04,90,0.06627744
9032,860,1989-03-26,1989-03-30,5,0.008346240000000001
9032,861,1989-04-21,1989-05-23,33,0.10477728000000001
9032,862,1989-06-29,1989-08-10,43,0.01213056
9032,863,1989-11-03,1989-11-16,14,0.017530560000000014
9032,864,1990-01-18,1990-05-14,117,0.31862592000000006
9032,865,1990-12-24,1991-01-08,16,0.008095679999999996
9032,866,1992-01-09,1992-02-21,44,0.018351360000000008
9032,867,1992-05-05,1992-05-19,15,0.023112000000000004
9032,868,1995-05-28,1995-06-06,10,0.008843040000000002
9032,869,1995-09-18,1995-12-09,83,0.09794304000000005
9032,870,2000-02-02,2000-02-21,20,0.06699023999999999
9032,871,2005-02-10,2005-03-22,41,0.06689088000000001
9032,872,2005-04-07,2005-08-05,121,0.11871792
9032,873,2005-08-23,2006-02-18,180,0.46220976
9032,874,2006-03-02,2006-03-12,11,0.010964160000000004
9032,875,2006-06-22,2006-07-14,23,0.013080960000000003
9032,876,2007-11-27,2007-12-25,29,0.04426272000000002
9032,877,2008-02-22,2008-02-26,5,0.006117120000000003
9032,878,2008-03-14,2008-03-20,7,0.008618400000000005
9032,879,2011-12-28,2012-01-26,30,0.03342815999999999
9032,880,2015-12-10,2016-02-09,62,0.0494424
9033,881,1978-10-25,1978-10-31,7,0.02592864
9033,882,1981-07-30,1981-09-22,55,0.08625744
9033,883,1981-10-30,1981-12-10,42,0.24627456000000006
9033,884,1983-07-31,1983-08-21,22,0.10770624000000002
9033,885,1984-09-05,1984-09-30,26,0.10996992000000003
9033,886,1985-12-03,1985-12-22,20,0.038724480000000006
9033,887,1989-01-04,1989-01-22,19,0.05479920000000004
9033,888,1989-02-03,1989-02-17,15,0.05520960000000002
9033,889,1989-10-21,1989-11-16,27,0.03237408000000002
9033,890,1991-05-15,1991-05-31,17,0.48779712000000003
9033,891,1991-06-25,1991-07-09,15,0.024157440000000006
9033,892,1992-03-24,1992-03-31,8,0.06419952000000004
9033,893,1992-04-23,1992-05-23,31,0.39138336
9033,894,1993-04-06,1993-04-23,18,0.17423424000000004
9033,895,1995-04-09,1995-05-16,38,0.5684126400000001
9033,896,1995-06-04,1995-06-09,6,0.019560960000000006
9033,897,1995-07-11,1995-11-11,124,0.11936160000000001
9033,898,1998-10-28,1999-01-09,74,0.8843385600000001
9033,899,2000-01-21,2000-04-02,73,0.32659632000000005
9033,900,2000-10-08,2000-10-22,15,0.020597760000000014
9033,901,2002-01-23,2002-02-06,15,0.08767008
9033,902,2002-02-18,2002-03-01,12,0.031242239999999998
9033,903,2002-05-27,2002-06-29,34,0.12102047999999999
9033,904,2002-07-14,2002-07-29,16,0.0525744
9033,905,2004-10-01,2004-10-20,20,0.016917120000000015
9033,906,2004-12-22,2005-07-30,221,2.7294451200000003
9033,907,2005-09-20,2005-10-13,24,0.04063392000000002
9033,908,2006-05-20,2006-07-19,61,0.1874448
9033,909,2007-10-31,2007-11-20,21,0.03103488000000002
9033,910,2007-12-07,2008-01-03,28,0.10391328000000004
9033,911,2012-02-21,2012-04-05,45,0.5132592000000001
9033,912,2013-12-11,2013-12-20,10,0.04866912000000002
9033,913,2015-05-14,2015-05-26,13,0.029833920000000003
9033,914,2015-12-24,2016-01-04,12,0.04938192000000001
9033,915,2017-11-20,2017-12-10,21,0.024615360000000003
9033,916,2021-04-07,2021-04-26,20,0.06523200000000003
9034,917,1974-06-13,1974-06-29,17,0.11413440000000001
9034,918,1974-07-18,1974-08-25,39,0.1853280000000001
9034,919,1975-07-13,1975-08-27,46,0.5263833600000002
9034,920,1976-06-06,1976-09-27,114,3.7166774399999998
9034,921,1977-07-22,1977-08-26,36,0.432648
9034,922,1979-06-14,1979-07-21,38,0.2332584000000001
9034,923,1981-06-23,1981-08-09,48,0.6133968000000006
9034,924,1983-06-25,1983-07-19,25,0.23112000000000002
9034,925,1983-08-05,1983-08-13,9,0.05097600000000006
9034,926,1983-08-26,1983-09-25,31,1.5318115200000004
9034,927,1985-12-27,1986-02-20,56,0.08631360000000002
9034,928,1987-03-07,1987-04-12,37,0.12355200000000001
9034,929,1987-10-03,1987-10-27,25,0.16295040000000008
9034,930,1989-04-23,1989-06-12,51,0.8056713600000001
9034,931,1989-11-13,1990-03-27,135,1.2908721600000002
9034,932,1990-04-12,1990-06-25,75,1.82819376
9034,933,1990-09-29,1990-10-10,12,0.08243424000000006
9034,934,1990-10-22,1991-03-05,135,0.6183345600000001
9034,935,1991-11-01,1991-11-16,16,0.03369600000000003
9034,936,1992-03-05,1992-04-06,33,0.14860800000000002
9034,937,1992-05-30,1992-06-09,11,0.044755199999999974
9034,938,1993-04-13,1993-04-28,16,0.036288000000000036
9034,939,1995-09-19,1995-09-30,12,0.51547104
9034,940,1999-05-17,1999-05-27,11,0.13780800000000004
9034,941,2002-01-05,2002-06-17,164,3.6961012800000006
9034,942,2002-08-27,2002-09-10,15,0.12186720000000004
9034,943,2002-10-01,2002-12-08,69,1.28665152
9034,944,2017-08-29,2017-10-26,59,2.014329600000001
9035,945,1974-06-04,1974-06-27,24,0.1945512
9035,946,1974-09-08,1974-10-14,37,0.09175680000000003
9035,947,1974-12-21,1975-01-15,26,0.4598294400000001
9035,948,1975-07-06,1975-08-12,38,0.25998624
9035,949,1975-11-06,1975-11-12,7,0.01710720000000001
